1,1219,6
2,1217,8
3,1215,10
4,1214,11
5,1210,15
6,1206,19
7,1204,21
8,1198,27
9,1194,31
10,1185,40
11,1172,53
12,1164,61
13,1153,72
14,1134,91
15,1121,104
16,1096,129
17,1076,149
18,1046,179
19,1022,203
20,996,229
21,970,255
22,941,284
23,906,319
24,874,351
25,842,383
26,808,417
27,770,455
28,735,490
29,696,529
30,668,557
31,633,592
32,597,628
33,558,667
34,509,716
35,470,755
36,427,798
37,381,844
38,339,886
39,299,926
40,254,971
41,212,1013
42,175,1050
43,144,1081
44,105,1120
45,74,1151
46,57,1168
47,48,1177
48,33,1192
49,24,1201
50,18,1207
51,15,1210
52,8,1217
53,6,1219
54,6,1219
55,4,1221
56,4,1221
57,4,1221
58,3,1222
59,2,1223
60,2,1223
61,2,1223
62,2,1223
63,1,1224
64,1,1224
65,1,1224
66,1,1224
67,1,1224
68,1,1224
